neighbourhood_group,latitude,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365
2.0,40.73253,-73.99826,0.0,2.0,1.0,0.0
1.0,40.67316,-73.95812,0.0,2.0,1.0,0.0
1.0,40.67834,-73.92442,0.0,30.0,1.0,281.0
2.0,40.76537,-73.98767,1.0,5.0,1.0,187.0
2.0,40.81691,-73.94124,1.0,2.0,1.0,27.0
2.0,40.80018,-73.95379,1.0,6.0,1.0,0.0
1.0,40.67935,-73.96912,1.0,3.0,3.0,0.0
1.0,40.62403,-73.9618,1.0,1.0,1.0,0.0
2.0,40.8273,-73.94952,1.0,2.0,2.0,76.0
1.0,40.72004,-73.95615,1.0,3.0,1.0,345.0
2.0,40.76193,-73.95895,0.0,5.0,1.0,164.0
2.0,40.70494,-74.01692,1.0,1.0,7.0,360.0
2.0,40.80238,-73.96503,1.0,2.0,1.0,0.0
1.0,40.69979,-73.93158,0.0,3.0,1.0,6.0
1.0,40.70669,-73.93578,1.0,2.0,1.0,341.0
2.0,40.72627,-73.98915,1.0,3.0,1.0,14.0
3.0,40.7441,-73.92153,0.0,2.0,1.0,169.0
1.0,40.69728,-73.93066,0.0,2.0,1.0,61.0
3.0,40.70319,-73.8141,1.0,1.0,18.0,365.0
2.0,40.72785,-74.00145,0.0,4.0,1.0,336.0
1.0,40.6972,-73.92697,1.0,3.0,1.0,0.0
1.0,40.68699,-73.92258,0.0,3.0,4.0,290.0
1.0,40.70458,-73.92888,1.0,2.0,1.0,14.0
3.0,40.76462,-73.9319,1.0,1.0,1.0,95.0
3.0,40.70817,-73.83595,1.0,1.0,2.0,17.0
0.0,40.83099,-73.86951,1.0,2.0,1.0,6.0
2.0,40.80883,-73.94577,1.0,30.0,1.0,15.0
3.0,40.76369,-73.91601,0.0,1.0,1.0,0.0
1.0,40.65325,-73.97868,0.0,2.0,1.0,337.0
2.0,40.71326,-73.99698,1.0,2.0,1.0,68.0
2.0,40.80872,-73.94228,0.0,1.0,3.0,0.0
2.0,40.77348,-73.94601,1.0,30.0,6.0,76.0
2.0,40.78563,-73.95396,0.0,4.0,1.0,297.0
0.0,40.89603,-73.89958,1.0,5.0,1.0,300.0
1.0,40.7194,-73.96346,0.0,31.0,1.0,54.0
1.0,40.69551,-73.91697,0.0,3.0,1.0,358.0
3.0,40.75571,-73.9338,1.0,1.0,9.0,265.0
3.0,40.75472,-73.80417,1.0,1.0,4.0,0.0
2.0,40.7412,-73.98171,0.0,4.0,1.0,0.0
1.0,40.68313,-73.96165,0.0,1.0,1.0,365.0
1.0,40.6307,-73.95815,1.0,2.0,1.0,90.0
2.0,40.70406,-74.01227,0.0,1.0,1.0,0.0
3.0,40.73137,-73.87193,1.0,2.0,1.0,0.0
2.0,40.73767,-73.97384,0.0,7.0,1.0,9.0
1.0,40.72831,-73.95634,0.0,3.0,1.0,0.0
2.0,40.82755,-73.93787,0.0,3.0,1.0,1.0
2.0,40.72448,-73.9895,0.0,2.0,1.0,0.0
1.0,40.67218,-73.94087,0.0,1.0,1.0,55.0
1.0,40.67502,-73.9178,1.0,3.0,2.0,305.0
3.0,40.61036,-73.7687,1.0,1.0,1.0,172.0
3.0,40.6854,-73.8623,1.0,3.0,2.0,44.0
1.0,40.64078,-73.90575,0.0,2.0,1.0,360.0
3.0,40.76352,-73.92489,1.0,3.0,2.0,0.0
2.0,40.83053,-73.95048,1.0,3.0,1.0,0.0
0.0,40.8102,-73.93147,2.0,1.0,7.0,60.0
1.0,40.61957,-73.9936,0.0,3.0,1.0,325.0
2.0,40.71984,-73.98625,1.0,3.0,1.0,48.0
2.0,40.7895,-73.94827,0.0,90.0,1.0,0.0
1.0,40.64351,-73.95167,0.0,4.0,1.0,69.0
3.0,40.66144,-73.85762,0.0,1.0,2.0,346.0
2.0,40.78246,-73.97654,0.0,7.0,1.0,0.0
2.0,40.7828,-73.98348,0.0,30.0,8.0,157.0
2.0,40.73177,-73.99936,0.0,42.0,1.0,91.0
3.0,40.7164,-73.83501,0.0,5.0,1.0,75.0
1.0,40.64909,-73.9648,1.0,2.0,1.0,0.0
2.0,40.71873,-73.98394,0.0,1.0,1.0,0.0
1.0,40.69728,-73.91387,1.0,5.0,1.0,0.0
1.0,40.69445,-73.93828,1.0,2.0,1.0,164.0
1.0,40.57575,-73.98465,0.0,2.0,6.0,140.0
1.0,40.72828,-73.94225,1.0,5.0,3.0,0.0
1.0,40.66218,-73.98385,0.0,2.0,1.0,0.0
2.0,40.74195,-73.97826,1.0,1.0,1.0,0.0
1.0,40.675,-73.95885,0.0,3.0,1.0,0.0
1.0,40.68151,-73.94781,0.0,3.0,2.0,308.0
1.0,40.68084,-73.94779,0.0,2.0,1.0,285.0
1.0,40.68864,-73.96154,0.0,30.0,1.0,0.0
3.0,40.76605,-73.92922,1.0,2.0,1.0,364.0
2.0,40.74371,-73.97946,0.0,3.0,2.0,13.0
2.0,40.71098,-73.99296,1.0,30.0,1.0,0.0
2.0,40.71757,-73.99028,1.0,5.0,1.0,0.0
1.0,40.65224,-73.95724,1.0,2.0,1.0,0.0
1.0,40.68634,-73.966,1.0,7.0,6.0,185.0
2.0,40.7429,-73.99428,0.0,29.0,96.0,311.0
1.0,40.69549,-73.92249,0.0,4.0,2.0,250.0
2.0,40.82301,-73.94907,1.0,2.0,1.0,0.0
1.0,40.73261,-73.95157,1.0,1.0,1.0,160.0
2.0,40.71416,-73.99161,1.0,1.0,1.0,0.0
2.0,40.7237,-73.99454,0.0,5.0,1.0,1.0
2.0,40.78074,-73.98393,0.0,5.0,1.0,0.0
1.0,40.68844,-73.95442,0.0,2.0,1.0,0.0
2.0,40.75587,-73.96856,0.0,30.0,52.0,281.0
2.0,40.76284,-73.99034,0.0,3.0,2.0,0.0
3.0,40.76227,-73.92316,1.0,4.0,1.0,53.0
1.0,40.65924,-73.94959,0.0,2.0,1.0,290.0
2.0,40.75453,-73.99526,0.0,3.0,1.0,0.0
2.0,40.83839,-73.93819,1.0,2.0,1.0,124.0
1.0,40.68984,-73.92703,0.0,1.0,1.0,241.0
1.0,40.71722,-73.95406,0.0,2.0,1.0,0.0
1.0,40.70274,-73.92598,0.0,2.0,1.0,55.0
1.0,40.68232,-73.9058,0.0,1.0,1.0,85.0
2.0,40.7928,-73.93967,1.0,3.0,1.0,339.0
4.0,40.6075,-74.06679,1.0,3.0,1.0,90.0
2.0,40.82039,-73.95514,1.0,1.0,2.0,0.0
2.0,40.72086,-73.99999,1.0,3.0,2.0,355.0
1.0,40.67665,-73.95734,1.0,1.0,1.0,0.0
2.0,40.78581,-73.97179,0.0,1.0,1.0,87.0
2.0,40.74148,-74.00048,0.0,4.0,1.0,0.0
2.0,40.74822,-73.98555,1.0,1.0,5.0,274.0
2.0,40.72759,-73.98047,1.0,3.0,1.0,0.0
2.0,40.80224,-73.95168,0.0,7.0,2.0,9.0
2.0,40.79003,-73.97693,0.0,2.0,1.0,0.0
2.0,40.74215,-73.98018,0.0,1.0,1.0,0.0
2.0,40.8228,-73.94442,1.0,5.0,1.0,66.0
2.0,40.84427,-73.94216,1.0,1.0,3.0,66.0
1.0,40.68161,-73.90717,0.0,2.0,1.0,168.0
1.0,40.64942,-73.92482,1.0,5.0,5.0,300.0
1.0,40.7043,-73.94285,0.0,2.0,1.0,338.0
2.0,40.7645,-73.98788,0.0,2.0,3.0,70.0
2.0,40.80463,-73.95044,0.0,2.0,1.0,0.0
2.0,40.77976,-73.97837,1.0,7.0,1.0,362.0
4.0,40.52293,-74.21238,0.0,2.0,1.0,66.0
1.0,40.71961,-73.95837,0.0,3.0,2.0,264.0
1.0,40.71156,-73.96218,1.0,3.0,4.0,288.0
1.0,40.67577,-73.95751,0.0,3.0,1.0,0.0
1.0,40.69542,-73.9497,1.0,14.0,1.0,123.0
2.0,40.77374,-73.95153,0.0,30.0,1.0,348.0
3.0,40.7547,-73.81238,1.0,2.0,4.0,63.0
1.0,40.64185,-73.91509,0.0,2.0,1.0,191.0
1.0,40.65034,-73.96342,1.0,1.0,2.0,48.0
2.0,40.76996,-73.9539,1.0,2.0,1.0,5.0
1.0,40.69324,-73.93217,0.0,1.0,1.0,1.0
3.0,40.72908,-73.72778,1.0,3.0,2.0,343.0
2.0,40.74186,-74.00528,0.0,2.0,1.0,0.0
2.0,40.75955,-73.99738,0.0,3.0,1.0,69.0
1.0,40.65232,-73.96208,1.0,2.0,1.0,0.0
3.0,40.76019,-73.90934,1.0,30.0,1.0,170.0
1.0,40.73333,-73.95699,0.0,2.0,4.0,124.0
1.0,40.6548,-73.95388,1.0,2.0,1.0,82.0
2.0,40.72412,-73.98891,1.0,1.0,1.0,0.0
1.0,40.7146,-73.96321,1.0,1.0,5.0,0.0
3.0,40.7371,-73.88086,1.0,1.0,1.0,239.0
2.0,40.79726,-73.93164,1.0,2.0,2.0,5.0
1.0,40.73506,-73.95392,0.0,2.0,1.0,234.0
1.0,40.70343,-73.91343,1.0,1.0,1.0,312.0
2.0,40.7523,-73.97288,1.0,2.0,13.0,329.0
2.0,40.78707,-73.9769,0.0,2.0,1.0,0.0
2.0,40.73057,-73.98726,0.0,2.0,1.0,0.0
1.0,40.66651,-73.97922,0.0,31.0,1.0,296.0
2.0,40.8252,-73.95189,1.0,1.0,3.0,71.0
2.0,40.77406,-73.98252,0.0,3.0,2.0,0.0
1.0,40.6854,-73.94614,0.0,2.0,1.0,48.0
2.0,40.80334,-73.94805,1.0,3.0,3.0,348.0
3.0,40.70293,-73.90771,0.0,7.0,1.0,0.0
1.0,40.72085,-73.95723,0.0,2.0,1.0,0.0
2.0,40.72424,-73.9906,1.0,2.0,4.0,0.0
1.0,40.71446,-73.96229,0.0,3.0,1.0,179.0
2.0,40.80486,-73.94754,1.0,1.0,2.0,267.0
2.0,40.77424,-73.95322,0.0,3.0,1.0,63.0
2.0,40.8407,-73.93886,1.0,2.0,1.0,0.0
1.0,40.69485,-73.94005,2.0,30.0,10.0,341.0
1.0,40.65667,-73.97908,0.0,5.0,1.0,15.0
2.0,40.81346,-73.94458,0.0,3.0,3.0,199.0
2.0,40.78399,-73.9733,1.0,1.0,2.0,364.0
1.0,40.69141,-73.92092,0.0,3.0,1.0,194.0
3.0,40.74364,-73.94676,1.0,14.0,4.0,2.0
1.0,40.69266,-73.9399,1.0,2.0,1.0,0.0
2.0,40.77728,-73.97818,0.0,13.0,1.0,0.0
1.0,40.67519,-73.87372,1.0,2.0,4.0,1.0
2.0,40.71254,-73.98535,1.0,3.0,2.0,177.0
1.0,40.6925,-73.94872,0.0,2.0,1.0,26.0
1.0,40.70852,-73.94387,1.0,2.0,2.0,245.0
2.0,40.79841,-73.95257,1.0,2.0,1.0,183.0
3.0,40.76001,-73.93031,0.0,2.0,1.0,321.0
1.0,40.64345,-73.98258,1.0,1.0,1.0,0.0
1.0,40.71606,-73.95526,0.0,7.0,1.0,41.0
1.0,40.66519,-73.98264,0.0,2.0,1.0,0.0
1.0,40.696,-73.92964,1.0,3.0,1.0,0.0
2.0,40.72689,-73.98906,1.0,30.0,9.0,310.0
2.0,40.7416,-74.00082,1.0,30.0,1.0,188.0
3.0,40.74924,-73.75654,1.0,3.0,5.0,96.0
3.0,40.70269,-73.81585,1.0,1.0,18.0,360.0
2.0,40.73687,-73.98668,0.0,7.0,1.0,0.0
2.0,40.72247,-73.97947,1.0,12.0,1.0,21.0
2.0,40.80759,-73.93839,1.0,1.0,10.0,363.0
2.0,40.7447,-73.97959,0.0,6.0,1.0,158.0
1.0,40.67352,-73.95633,0.0,7.0,3.0,161.0
1.0,40.67313,-73.96254,1.0,1.0,1.0,8.0
2.0,40.72209,-73.99274,0.0,30.0,9.0,289.0
1.0,40.70987,-73.94756,0.0,2.0,1.0,170.0
1.0,40.6801,-73.90976,1.0,1.0,2.0,80.0
2.0,40.81132,-73.94496,0.0,2.0,1.0,0.0
2.0,40.71338,-73.99226,0.0,1.0,1.0,0.0
2.0,40.73008,-73.98996,1.0,4.0,3.0,0.0
1.0,40.67023,-73.98311,0.0,1.0,1.0,2.0
2.0,40.7425,-73.97704,0.0,3.0,1.0,0.0
2.0,40.73926,-73.98758,0.0,1.0,1.0,0.0
3.0,40.70393,-73.90851,1.0,6.0,1.0,0.0
1.0,40.67162,-73.95009,0.0,7.0,5.0,333.0
2.0,40.74125,-73.99926,1.0,1.0,1.0,296.0
1.0,40.67262,-73.96542,0.0,2.0,1.0,13.0
1.0,40.67561,-73.97823,0.0,2.0,2.0,268.0
2.0,40.84008,-73.93684,1.0,5.0,1.0,365.0
1.0,40.69165,-73.95456,0.0,5.0,1.0,77.0
3.0,40.66333,-73.7661,1.0,14.0,1.0,341.0
2.0,40.74079,-74.00383,0.0,3.0,1.0,49.0
1.0,40.71723,-73.96285,1.0,1.0,1.0,0.0
2.0,40.86411,-73.92241,1.0,3.0,1.0,0.0
2.0,40.86399,-73.92321,1.0,3.0,1.0,320.0
3.0,40.76466,-73.91274,2.0,1.0,7.0,313.0
0.0,40.82674,-73.91935,1.0,3.0,1.0,341.0
1.0,40.68273,-73.95437,0.0,1.0,1.0,0.0
2.0,40.74768,-73.99965,1.0,2.0,3.0,70.0
1.0,40.70152,-73.91148,1.0,1.0,1.0,343.0
2.0,40.77205,-73.95128,0.0,2.0,1.0,0.0
2.0,40.8006,-73.95314,1.0,1.0,1.0,0.0
2.0,40.7531,-73.97158,0.0,4.0,1.0,0.0
3.0,40.75388,-73.81561,1.0,1.0,4.0,85.0
2.0,40.78116,-73.9786,0.0,1.0,1.0,0.0
2.0,40.84501,-73.93861,1.0,2.0,1.0,0.0
1.0,40.70898,-73.95391,0.0,6.0,1.0,0.0
2.0,40.71962,-73.99178,1.0,2.0,1.0,276.0
2.0,40.74752,-73.9976,1.0,3.0,1.0,8.0
1.0,40.66938,-73.91831,1.0,1.0,10.0,32.0
2.0,40.75917,-73.99785,0.0,2.0,1.0,44.0
2.0,40.74524,-73.97995,1.0,4.0,1.0,0.0
2.0,40.72451,-74.00385,0.0,2.0,1.0,0.0
1.0,40.71209,-73.95196,1.0,2.0,1.0,0.0
3.0,40.76984,-73.90779,1.0,1.0,5.0,29.0
1.0,40.70127,-73.91764,0.0,2.0,1.0,1.0
1.0,40.70156,-73.91329,1.0,1.0,1.0,48.0
2.0,40.76834,-73.95334,1.0,3.0,1.0,326.0
2.0,40.86734,-73.92102,0.0,1.0,1.0,0.0
2.0,40.76486,-73.99316,0.0,2.0,1.0,229.0
1.0,40.72672,-73.9517,1.0,2.0,2.0,0.0
2.0,40.74156,-73.99476,0.0,2.0,1.0,0.0
2.0,40.74411,-74.00166,0.0,3.0,1.0,152.0
1.0,40.65711,-73.95655,0.0,3.0,1.0,26.0
2.0,40.72373,-74.00552,0.0,2.0,1.0,164.0
1.0,40.68734,-73.93255,1.0,30.0,27.0,248.0
3.0,40.73662,-73.92372,0.0,3.0,4.0,280.0
1.0,40.71551,-73.9436,1.0,1.0,2.0,0.0
2.0,40.72578,-73.98448,1.0,4.0,1.0,12.0
2.0,40.79355,-73.96641,1.0,5.0,1.0,0.0
2.0,40.7936,-73.97442,1.0,5.0,1.0,279.0
2.0,40.74114,-73.97657,0.0,2.0,1.0,11.0
1.0,40.63621,-73.89407,0.0,3.0,5.0,83.0
2.0,40.72205,-73.98389,1.0,4.0,2.0,220.0
2.0,40.76587,-73.98527,1.0,1.0,1.0,0.0
3.0,40.7362,-73.91783,1.0,2.0,1.0,0.0
2.0,40.74189,-73.99019,0.0,3.0,1.0,76.0
1.0,40.67881,-73.99379,0.0,1.0,2.0,362.0
2.0,40.7605,-73.99455,0.0,3.0,1.0,246.0
2.0,40.7052,-74.00974,0.0,30.0,87.0,344.0
1.0,40.69424,-73.9385,0.0,2.0,2.0,229.0
1.0,40.65393,-73.95845,1.0,1.0,5.0,360.0
1.0,40.6755,-73.99806,1.0,2.0,1.0,0.0
3.0,40.67984,-73.84403,0.0,1.0,1.0,356.0
3.0,40.67282,-73.77793,0.0,1.0,1.0,132.0
2.0,40.79711,-73.93647,1.0,3.0,1.0,0.0
3.0,40.66206,-73.74962,1.0,1.0,2.0,180.0
1.0,40.6914,-73.95993,1.0,10.0,1.0,0.0
2.0,40.74908,-73.98095,0.0,30.0,31.0,142.0
2.0,40.72378,-73.98385,0.0,3.0,1.0,0.0
1.0,40.72446,-73.9516,0.0,3.0,1.0,0.0
2.0,40.76285,-73.98728,1.0,1.0,1.0,89.0
1.0,40.57987,-73.95889,1.0,1.0,5.0,283.0
1.0,40.68381,-73.91776,0.0,4.0,1.0,17.0
2.0,40.77043,-73.95557,0.0,3.0,1.0,0.0
2.0,40.74653,-73.98481,0.0,29.0,96.0,250.0
1.0,40.69898,-73.92266,1.0,7.0,2.0,55.0
3.0,40.6944,-73.83192,1.0,1.0,3.0,365.0
3.0,40.67365,-73.76502,1.0,7.0,2.0,0.0
1.0,40.70647,-73.92093,1.0,20.0,1.0,0.0
1.0,40.69999,-73.92807,1.0,5.0,2.0,336.0
2.0,40.83493,-73.93859,0.0,150.0,19.0,338.0
2.0,40.79982,-73.96411,1.0,4.0,1.0,0.0
2.0,40.74714,-74.00142,0.0,30.0,1.0,89.0
1.0,40.68338,-73.98657,0.0,29.0,4.0,300.0
2.0,40.84156,-73.93884,1.0,2.0,1.0,0.0
1.0,40.6824,-73.94615,0.0,3.0,1.0,248.0
1.0,40.69113,-73.91501,1.0,4.0,1.0,2.0
1.0,40.72686,-73.95246,0.0,6.0,1.0,0.0
2.0,40.82915,-73.95136,0.0,31.0,1.0,209.0
2.0,40.79686,-73.9459,0.0,2.0,2.0,177.0
1.0,40.70678,-73.94918,0.0,2.0,1.0,8.0
1.0,40.67953,-73.95136,1.0,7.0,1.0,0.0
2.0,40.73277,-74.00413,0.0,2.0,1.0,0.0
3.0,40.74649,-73.9525,1.0,15.0,1.0,135.0
1.0,40.72596,-73.94643,0.0,3.0,1.0,0.0
0.0,40.87085,-73.89318,1.0,3.0,10.0,75.0
2.0,40.7482,-73.98776,0.0,29.0,96.0,218.0
1.0,40.71696,-73.95727,1.0,5.0,2.0,305.0
2.0,40.7111,-73.98865,2.0,14.0,28.0,341.0
1.0,40.71256,-73.94188,0.0,8.0,1.0,0.0
2.0,40.73179,-74.00149,1.0,1.0,1.0,0.0
0.0,40.86673,-73.845,0.0,3.0,1.0,146.0
1.0,40.64544,-73.95731,1.0,2.0,2.0,180.0
2.0,40.76738,-73.98466,0.0,3.0,1.0,9.0
2.0,40.72832,-73.9852,0.0,2.0,1.0,28.0
1.0,40.71756,-73.95282,1.0,1.0,3.0,328.0
2.0,40.76189,-73.98765,0.0,31.0,5.0,341.0
3.0,40.75469,-73.92822,1.0,1.0,2.0,93.0
1.0,40.70115,-73.93931,2.0,30.0,4.0,0.0
2.0,40.82576,-73.94454,1.0,5.0,1.0,0.0
1.0,40.7284,-73.94983,0.0,3.0,1.0,0.0
3.0,40.66992,-73.74518,1.0,1.0,1.0,70.0
1.0,40.69295,-73.94387,1.0,1.0,2.0,0.0
2.0,40.73737,-73.99475,0.0,1.0,1.0,0.0
4.0,40.63705,-74.07722,1.0,1.0,2.0,29.0
2.0,40.81118,-73.94231,1.0,30.0,103.0,244.0
1.0,40.67846,-74.0141,0.0,4.0,1.0,0.0
1.0,40.68321,-73.93666,0.0,3.0,2.0,214.0
3.0,40.74215,-73.92633,0.0,5.0,2.0,57.0
3.0,40.69654,-73.74893,1.0,2.0,1.0,78.0
2.0,40.84918,-73.93775,1.0,1.0,2.0,4.0
2.0,40.80686,-73.93822,1.0,1.0,10.0,365.0
2.0,40.74195,-73.98242,0.0,2.0,1.0,0.0
3.0,40.66952,-73.74624,1.0,2.0,5.0,173.0
2.0,40.76142,-73.96086,1.0,7.0,2.0,245.0
2.0,40.85672,-73.9302,2.0,2.0,1.0,363.0
1.0,40.66065,-73.94116,1.0,1.0,7.0,53.0
2.0,40.76333,-73.98806,2.0,1.0,5.0,22.0
1.0,40.72025,-73.95195,0.0,2.0,1.0,0.0
1.0,40.69484,-73.9342,1.0,5.0,6.0,140.0
1.0,40.67188,-73.95049,0.0,3.0,2.0,0.0
2.0,40.76703,-73.95556,0.0,2.0,1.0,113.0
2.0,40.72461,-73.9892,0.0,1.0,1.0,0.0
2.0,40.81875,-73.94467,0.0,3.0,1.0,0.0
2.0,40.72548,-73.9857,0.0,2.0,1.0,0.0
3.0,40.68547,-73.79063,0.0,1.0,1.0,41.0
2.0,40.81217,-73.94406,1.0,30.0,103.0,214.0
2.0,40.76769,-73.96692,0.0,2.0,1.0,162.0
1.0,40.69625,-73.93696,1.0,30.0,4.0,232.0
1.0,40.72668,-73.95555,1.0,2.0,3.0,282.0
2.0,40.83424,-73.94275,1.0,3.0,1.0,0.0
1.0,40.68643,-73.91465,1.0,1.0,26.0,342.0
1.0,40.69096,-73.92352,1.0,1.0,1.0,0.0
1.0,40.6607,-73.96168,1.0,1.0,1.0,0.0
2.0,40.71447,-73.99433,1.0,15.0,2.0,0.0
1.0,40.68216,-73.90642,1.0,1.0,5.0,166.0
2.0,40.80326,-73.935,0.0,1.0,1.0,316.0
3.0,40.59549,-73.78857,0.0,1.0,1.0,81.0
1.0,40.69195,-73.94225,1.0,2.0,2.0,48.0
2.0,40.72576,-73.98691,0.0,2.0,1.0,0.0
1.0,40.71486,-73.96125,1.0,28.0,1.0,90.0
1.0,40.68035,-73.99611,1.0,5.0,1.0,0.0
2.0,40.7528,-73.97092,0.0,12.0,1.0,118.0
1.0,40.69411,-73.96151,1.0,30.0,11.0,314.0
2.0,40.72982,-73.98371,1.0,2.0,1.0,0.0
1.0,40.67008,-73.9571,0.0,3.0,1.0,354.0
2.0,40.72539,-73.97963,0.0,2.0,1.0,0.0
1.0,40.67202,-73.97131,0.0,7.0,1.0,0.0
2.0,40.8485,-73.93509,1.0,1.0,1.0,21.0
1.0,40.69178,-73.9369,1.0,3.0,1.0,0.0
1.0,40.67864,-74.00546,0.0,1.0,1.0,179.0
1.0,40.6761,-73.93502,1.0,2.0,1.0,14.0
3.0,40.74997,-73.9397,1.0,1.0,2.0,303.0
3.0,40.75538,-73.93455,1.0,1.0,2.0,53.0
1.0,40.71417,-73.94123,0.0,3.0,1.0,31.0
2.0,40.76064,-73.97066,0.0,4.0,1.0,178.0
2.0,40.86813,-73.92393,1.0,30.0,1.0,57.0
3.0,40.73333,-73.79514,0.0,1.0,1.0,365.0
2.0,40.74616,-73.98641,0.0,1.0,1.0,270.0
1.0,40.67077,-73.93618,0.0,4.0,9.0,65.0
1.0,40.70626,-73.94699,0.0,4.0,1.0,156.0
2.0,40.73894,-74.00108,0.0,2.0,1.0,0.0
3.0,40.75332,-73.94159,0.0,1.0,1.0,0.0
3.0,40.74446,-73.90466,1.0,30.0,37.0,1.0
2.0,40.76037,-73.99085,0.0,30.0,12.0,341.0
1.0,40.60303,-73.99596,1.0,2.0,1.0,324.0
1.0,40.72713,-73.94141,0.0,30.0,52.0,327.0
2.0,40.83987,-73.94279,0.0,2.0,1.0,0.0
2.0,40.80389,-73.95178,0.0,3.0,1.0,280.0
2.0,40.80447,-73.94034,1.0,30.0,5.0,356.0
2.0,40.86176,-73.93082,1.0,2.0,1.0,6.0
2.0,40.79588,-73.93646,1.0,1.0,1.0,0.0
2.0,40.81944,-73.93974,1.0,1.0,2.0,97.0
2.0,40.80469,-73.94594,0.0,3.0,1.0,270.0
1.0,40.70487,-73.92533,0.0,3.0,1.0,6.0
1.0,40.71258,-73.95976,1.0,3.0,2.0,67.0
2.0,40.82444,-73.94525,1.0,2.0,1.0,204.0
1.0,40.71459,-73.94485,0.0,1.0,2.0,87.0
3.0,40.77497,-73.91425,0.0,4.0,1.0,38.0
1.0,40.72214,-73.94835,0.0,1.0,1.0,0.0
2.0,40.78531,-73.95683,0.0,30.0,91.0,319.0
1.0,40.67814,-73.9778,0.0,2.0,1.0,0.0
0.0,40.88444,-73.90583,1.0,2.0,2.0,220.0
2.0,40.76673,-73.98324,0.0,2.0,1.0,0.0
2.0,40.74754,-73.98309,0.0,7.0,1.0,0.0
1.0,40.68657,-73.94072,0.0,3.0,1.0,0.0
2.0,40.78993,-73.94718,1.0,1.0,1.0,0.0
3.0,40.70513,-73.901,1.0,1.0,1.0,180.0
1.0,40.68111,-73.95591,0.0,7.0,1.0,265.0
1.0,40.71401,-73.95664,0.0,1.0,1.0,0.0
1.0,40.68438,-73.95188,0.0,3.0,2.0,197.0
2.0,40.78311,-73.95299,1.0,3.0,1.0,28.0
3.0,40.76266,-73.93929,1.0,7.0,1.0,115.0
1.0,40.70435,-73.92552,1.0,5.0,3.0,0.0
1.0,40.65234,-73.95329,0.0,1.0,1.0,0.0
1.0,40.68726,-73.94176,0.0,21.0,1.0,250.0
2.0,40.72309,-73.98285,1.0,1.0,1.0,0.0
3.0,40.76993,-73.91762,0.0,2.0,1.0,12.0
2.0,40.74843,-73.97715,0.0,30.0,50.0,365.0
1.0,40.72246,-73.94768,0.0,7.0,1.0,0.0
1.0,40.61798,-74.03619,0.0,2.0,1.0,177.0
2.0,40.70724,-74.01438,0.0,2.0,1.0,0.0
2.0,40.73949,-73.99801,0.0,4.0,1.0,217.0
1.0,40.72566,-73.94823,1.0,3.0,1.0,0.0
3.0,40.74582,-73.91233,1.0,1.0,1.0,218.0
2.0,40.80193,-73.97038,0.0,2.0,2.0,0.0
1.0,40.63777,-74.02497,0.0,3.0,1.0,0.0
2.0,40.73181,-74.00606,0.0,3.0,5.0,308.0
1.0,40.64809,-73.9677,1.0,1.0,1.0,333.0
0.0,40.80247,-73.91435,0.0,2.0,1.0,299.0
2.0,40.76149,-73.99159,0.0,6.0,2.0,247.0
2.0,40.79383,-73.94968,1.0,1.0,2.0,0.0
1.0,40.69141,-73.93022,1.0,1.0,1.0,0.0
2.0,40.78091,-73.95384,0.0,2.0,1.0,38.0
1.0,40.59609,-73.97486,0.0,5.0,3.0,23.0
2.0,40.72851,-73.99985,0.0,3.0,1.0,0.0
2.0,40.82862,-73.94938,1.0,3.0,1.0,19.0
1.0,40.69128,-73.93653,0.0,4.0,2.0,1.0
2.0,40.72182,-73.99625,0.0,3.0,1.0,106.0
3.0,40.74503,-73.88761,1.0,1.0,2.0,317.0
1.0,40.67679,-73.96661,0.0,3.0,1.0,89.0
0.0,40.87993,-73.87195,1.0,3.0,2.0,326.0
1.0,40.70942,-73.95302,1.0,2.0,2.0,0.0
1.0,40.70683,-73.94582,1.0,1.0,1.0,0.0
2.0,40.76192,-73.99698,0.0,3.0,1.0,0.0
2.0,40.81176,-73.94999,0.0,3.0,1.0,0.0
2.0,40.76873,-73.95464,0.0,7.0,1.0,0.0
2.0,40.74839,-73.97556,0.0,30.0,50.0,365.0
0.0,40.90154,-73.89791,0.0,7.0,1.0,89.0
2.0,40.70622,-74.01651,1.0,1.0,7.0,359.0
2.0,40.76323,-73.98893,0.0,2.0,1.0,60.0
1.0,40.68102,-73.91039,1.0,4.0,1.0,0.0
1.0,40.58001,-73.96266,0.0,1.0,1.0,303.0
1.0,40.67918,-73.97659,1.0,24.0,1.0,44.0
2.0,40.71089,-73.99671,0.0,1.0,1.0,6.0
3.0,40.74779,-73.9382,1.0,2.0,1.0,0.0
3.0,40.7523,-73.87204,1.0,3.0,1.0,5.0
1.0,40.70176,-73.92684,0.0,3.0,1.0,117.0
2.0,40.75924,-73.98541,0.0,30.0,49.0,356.0
2.0,40.82172,-73.94791,1.0,1.0,1.0,0.0
2.0,40.75878,-73.99011,0.0,5.0,1.0,22.0
3.0,40.77077,-73.90903,1.0,6.0,8.0,318.0
1.0,40.68252,-73.94443,0.0,4.0,2.0,322.0
2.0,40.77098,-73.95965,0.0,2.0,1.0,157.0
1.0,40.69533,-73.92053,1.0,2.0,2.0,244.0
3.0,40.7463,-73.91388,1.0,3.0,2.0,90.0
